name,current_xindanliang,current_xindanliang_1,current_xindanliang_2,current_xindanlv,current_xindanlv_1,current_xindanlv_2,xindanlv3,xindanlv3_1,xindanlv3_2,id
JQ34-免费票开口,35,,,4.07%,,,1.98%,,,599
JQ-35免费票,41,,,7.44%,,,4.17%,,,644
SK-32免费票,44,,,7.77%,,,4.06%,,,647
申抖2免费票-小程序,120,,,5.17%,,,2.93%,,,669
申抖6免费票-小程序,274,,,8.15%,,,3.9%,,,670
JQ1011-免费票-小程序,590,,,5.65%,,,3.1%,,,680
JQ33-免费票-小程序,66,,,4.15%,,,3.27%,,,681
JQ13-免费票-小程序,4,,,2.14%,,,5.88%,,,710
sk32-免费票-小程序,1,,,1.92%,,,1.92%,,,711
申抖3、6付费,0,,,0%,,,0%,,,89
申抖音3,0,,,0%,,,0%,,,93
申抖7付费指标开口,49,,,9.32%,,,4.18%,,,199
申抖8付费开口,0,,,0%,,,0%,,,269
申抖音10付费,24,,,3.82%,,,2.54%,,,304
申抖音11付费指标开口,57,,,5.67%,,,2.88%,,,306
申抖14付费指标加v,143,,,5.67%,,,3.05%,,,369
申抖15付费指标加v,0,,,0%,,,0%,,,370
申抖8付费指标开口,90,,,7.71%,,,4.63%,,,460
JQ-36付费指标,50,,,6.19%,,,2.97%,,,645
MP推广,1,,,9.09%,,,0%,,,10009
推广视频号,0,,,0%,,,0%,,,10025
自视频号,1,,,2.56%,,,0%,,,10026
广点通,1268,,,5.39%,,,2.55%,,,10069
PCAD,232,,,5.43%,,,2.46%,,,10070
朋友圈,794,,,5.59%,,,2.62%,,,10076
优量汇,1,,,11.11%,,,0%,,,10078
视频号,181,,,4.66%,,,2.42%,,,10083
公众号,60,,,5.2%,,,2.51%,,,10124
公众号-41817911合约排期,0,,,0%,,,0%,,,557
公众号-SK-43525495-股票池,60,,,5.2%,,,2.51%,,,591
公众号-sk-43525542-付费常规,0,,,0%,,,0%,,,600
空置公众号-sk-43525545-付费小程序,0,,,0%,,,0%,,,601
公众号-sk-46264587-付费小程序,0,,,0%,,,0%,,,708
视频号-30768164-趋势王0.1元,0,,,0%,,,0%,,,285
视频号-SK-23788710-趋势王0.1元,0,,,0%,,,0%,,,316
视频号-30768164-四合一0.1元,0,,,0%,,,0%,,,371
版位通投-31863070-十全十美,0,,,0%,,,0%,,,453
版位通投-31863070-十全十美常规,0,,,0%,,,0%,,,475
视频号-41817977-全局,100,,,5.58%,,,2.23%,,,558
视频号-41818019-全局唯一,0,,,0%,,,0%,,,565
视频号-SK-34276242-全局,0,,,0%,,,0%,,,581
视频号-SK-43525521-全局,3,,,4.48%,,,4.48%,,,594
视频号- 45123875,1,,,5.26%,,,0%,,,650
视频号- 45123854,1,,,1.45%,,,1.45%,,,651
视频号-45310984-付费,42,,,8.28%,,,2.96%,,,679
视频号-41818019-付费,0,,,0%,,,0%,,,682
视频号-45311006-ai智能选股,32,,,2.77%,,,1.82%,,,699
视频号-45311006-ai付费,2,,,0.79%,,,5.53%,,,714
优量汇-SK-23788715-短线王,1,,,11.11%,,,0%,,,326
优量汇-SK-31862352-四合一,0,,,0%,,,0%,,,336
优量汇-30768175-趋势王0.1元,0,,,0%,,,0%,,,361
优量汇-SK-31863070-趋势王0.1元,0,,,0%,,,0%,,,365
微信新闻插件,0,,,0%,,,0%,,,265
朋友圈-27098255-股票池,0,,,0%,,,0%,,,284
朋友圈-27098255三只金股,0,,,0%,,,0%,,,286
朋友圈-30768196股票池,4,,,4.76%,,,2.38%,,,399
朋友圈-33092676股票池,0,,,0%,,,0%,,,400
朋友圈-33092683-股票池,0,,,0%,,,0%,,,434
朋友圈-SK-31863093-股票池,21,,,6.67%,,,3.81%,,,459
朋友圈-35346779股票池,0,,,0%,,,0%,,,462
朋友圈-30768196股票池付费,0,,,0%,,,0%,,,463
朋友圈-35346803-股票池,0,,,0%,,,0%,,,471
朋友圈-SK-35346834-股票池,1,,,1.75%,,,0%,,,510
朋友圈-35346853-股票池短链3.0,0,,,0%,,,0%,,,520
朋友圈-41817911-股票池,239,,,6.18%,,,2.92%,,,555
朋友圈-27098255-直跳h5,0,,,0%,,,0%,,,566
朋友圈-34276239-api短链,0,,,0%,,,0%,,,572
朋友圈--SK-31863093-股票池3.0,315,,,6.8%,,,2.61%,,,573
朋友圈-SK-43511855-api短链,0,,,0%,,,0%,,,590
朋友圈-SK-43525504-股票池,33,,,4.21%,,,2.3%,,,592
朋友圈-45123912-api短,50,,,4.33%,,,1.82%,,,640
朋友圈-44755596-互动,0,,,0%,,,0%,,,642
朋友圈-45123896-股票池api极短,1,,,33.33%,,,33.33%,,,649
朋友圈-45123896-合约,0,,,0%,,,0%,,,673
朋友圈-31863093-合约,0,,,0%,,,0%,,,674
朋友圈-45311015-视频,19,,,7.82%,,,1.65%,,,685
朋友圈-sk-46264600-视频,35,,,5.09%,,,4.08%,,,688
朋友圈-46264581-热点,76,,,3.22%,,,2.2%,,,697
朋友圈-45311021-h5,0,,,0%,,,0%,,,709
朋友圈-27098255-付费api-微信客服,0,,,0%,,,0%,,,713
朋友圈-47137067-视频,0,,,0%,,,0%,,,720
PCAD-23753582-盘前股票池,0,,,0%,,,0%,,,250
PCAD-24923369-趋势王,0,,,0%,,,0%,,,251
PCAD-27098251-黑科技,0,,,0%,,,0%,,,267
PCAD-27098256-趋势王,0,,,0%,,,0%,,,268
PCAD-SK-23788536-趋势王,0,,,0%,,,0%,,,301
PCAD-27098256-短线王,3,,,12%,,,4%,,,307
PCAD-27098251-短线王,0,,,0%,,,0%,,,314
PCAD-SK-23788536-四合一,171,,,5.44%,,,2.52%,,,325
PCAD-SK-23788721-盘前股票池,0,,,0%,,,0%,,,333
PCAD-30768196-四合一,0,,,0%,,,0%,,,362
PCAD-30768196-短线王,0,,,0%,,,0%,,,363
PCAD-SK-31863076-四合一,0,,,0%,,,0%,,,366
PCAD-SK-31863076-短线王,0,,,0%,,,0%,,,367
PCAD-33092668-短线王,0,,,0%,,,0%,,,383
PCAD-33092673-四合一,0,,,0%,,,0%,,,390
PCAD-SK-31863076-五指上山,0,,,0%,,,0%,,,401
PCAD-27098256-五指上山,0,,,0%,,,0%,,,404
PCAD-33092668-十全十美,0,,,0%,,,0%,,,405
PCAD-SK-31863085-十全十美,0,,,0%,,,0%,,,435
PCAD-SK-31863085-十全十美2,0,,,0%,,,0%,,,446
PCAD-SK-34276218-股票池,1,,,50%,,,50%,,,464
PCAD-SK-34276224-十全十美,0,,,0%,,,0%,,,472
PCAD-27098256-尾盘选股,1,,,25%,,,0%,,,511
PCAD-33092668-通用指标--0.99元,0,,,0%,,,0%,,,516
PCAD-41281313-通用指标--0.99元,0,,,0%,,,0%,,,524
PCAD-41817894-股票池,0,,,0%,,,0%,,,549
PCAD-41817957-通用指标--0.1元,0,,,0%,,,0%,,,556
PCAD-SK-34276249-0.1元,3,,,3.53%,,,0%,,,584
PCAD-SK-43525513-短线王,31,,,6%,,,2.13%,,,593
PCAD-44758271-付费小程序,13,,,4.28%,,,2.3%,,,628
PCAD-44758264-十全十美,2,,,3.28%,,,3.28%,,,632
PCAD-44758256-尾盘四合一,4,,,6.15%,,,3.08%,,,633
PCAD-44755616-尾盘四合一,0,,,0%,,,0%,,,637
PCAD-27098256-互动,0,,,0%,,,0%,,,663
PCAD-44758256-尾盘四合一新,3,,,7.89%,,,5.26%,,,691
PCAD-45310995-十全十美,0,,,0%,,,0%,,,694
蓝V,0,,,0%,,,0%,,,10027
非蓝V,0,,,0%,,,0%,,,10028
自媒体短视频,1,,,3.7%,,,0%,,,10086
TSL-东方说股-短视频,1,,,10%,,,0%,,,12
ZSL-短线波王,0,,,0%,,,0%,,,46
ZSL-A股小白龙,0,,,0%,,,0%,,,177
A股学霸-短视频,0,,,0%,,,0%,,,340
短视频-重阳看市,0,,,0%,,,0%,,,388
股今杂谈-直播,0,,,0%,,,0%,,,430
互动平台-45123924-东方说股,0,,,0%,,,0%,,,643
ZSY-A谷赢家,0,,,0%,,,0%,,,13
ZSY-沈谋研虑,0,,,0%,,,0%,,,14
ZSY-股期良策,0,,,0%,,,0%,,,15
ZSY-策略A加B,0,,,0%,,,0%,,,16
ZSY-策略A加B-气泡,0,,,0%,,,0%,,,21
ZSY-股期良策-气泡,0,,,0%,,,0%,,,23
ZSY-老沈擒牛,0,,,0%,,,0%,,,24
ZSY-小雨爱投资,0,,,0%,,,0%,,,26
ZSY-股市王哥,0,,,0%,,,0%,,,37
ZSY-财神训练营,0,,,0%,,,0%,,,39
ZSY-实战投资,0,,,0%,,,0%,,,40
ZSY-小7说财,0,,,0%,,,0%,,,41
ZSY-黑马集训营,0,,,0%,,,0%,,,47
ZSY-实战派妖哥丨,0,,,0%,,,0%,,,49
ZSY-财神看市,0,,,0%,,,0%,,,54
ZSY-田田实盘,0,,,0%,,,0%,,,55
ZSY-涨停预判,0,,,0%,,,0%,,,57
ZSY-田田说好股,0,,,0%,,,0%,,,58
ZSY-交易员阳哥,0,,,0%,,,0%,,,60
ZSY-财经小宁姐,0,,,0%,,,0%,,,61
ZSY-财经小白话,0,,,0%,,,0%,,,62
ZSY-股神老陆,0,,,0%,,,0%,,,63
ZSY-财女小7,0,,,0%,,,0%,,,65
ZSY-财神老赵说,0,,,0%,,,0%,,,69
ZSY-擒牛大队长,0,,,0%,,,0%,,,71
ZSY-好谷连连看,0,,,0%,,,0%,,,72
ZSY-游资先锋,0,,,0%,,,0%,,,74
ZSY-胡叨财经,0,,,0%,,,0%,,,87
ZSY-小胖擒牛,0,,,0%,,,0%,,,165
ZSY-财经周老三,0,,,0%,,,0%,,,166
东方说股-视频号信息流,0,,,0%,,,0%,,,6
TSL-东方说股-气泡,0,,,0%,,,0%,,,11
ZSL-股市研选,0,,,0%,,,0%,,,17
TSL-股市情报局,0,,,0%,,,0%,,,18
TSL-股市情报局-气泡,0,,,0%,,,0%,,,19
ZSL-股市研选-气泡,0,,,0%,,,0%,,,20
ZSL-财神赵哥,0,,,0%,,,0%,,,22
ZSL-主升狼,0,,,0%,,,0%,,,32
ZSL-财神老赵,0,,,0%,,,0%,,,35
ZSL-老曾话财,0,,,0%,,,0%,,,36
ZSL-星哥实战,0,,,0%,,,0%,,,44
ZSL-星哥投资,0,,,0%,,,0%,,,45
TSL-魔方选股,0,,,0%,,,0%,,,48
ZSL-欢姐财经,0,,,0%,,,0%,,,51
ZSL-龙头实战笔记,0,,,0%,,,0%,,,59
曾老师-活动专用,0,,,0%,,,0%,,,88
ZSL-实战妖哥,0,,,0%,,,0%,,,140
ZSL-缠论说股,0,,,0%,,,0%,,,168
ZSL-博弈圣手,0,,,0%,,,0%,,,169
ZSL-股市预言家,0,,,0%,,,0%,,,170
ZSL-赵哥实盘,0,,,0%,,,0%,,,171
ZSL-畅谈股金,0,,,0%,,,0%,,,178
ZSL-游资操盘手,0,,,0%,,,0%,,,209
ZSL-鑫哥超有财,0,,,0%,,,0%,,,327
ZSL-股道圣手,0,,,0%,,,0%,,,374
ZSL-股道真经,0,,,0%,,,0%,,,378
ZSL-趋势之光,0,,,0%,,,0%,,,391
ZSL-A股小白龙-直播,0,,,0%,,,0%,,,392
ZSL-东方说股-直播,0,,,0%,,,0%,,,396
ZSL-老曾话财-直播,0,,,0%,,,0%,,,397
视频号-波段老程,0,,,0%,,,0%,,,431
ZSL-龙头抓手,0,,,0%,,,0%,,,66
ZSL-股道神牛,0,,,0%,,,0%,,,553
MP,0,,,0%,,,0%,,,2
MP-付费,0,,,0%,,,0%,,,8
MP-亚商老曾说股-35346845,1,,,14.29%,,,0%,,,478
MP-实战教你选好股,0,,,0%,,,0%,,,479
3rd渠道,0,,,0%,,,0%,,,536
110测试,0,,,0%,,,0%,,,537
百度信息流,548,,,7.47%,,,3.09%,,,10021
百度搜索,199,,,5.65%,,,2.78%,,,10056
百度直播,193,,,5.03%,,,2.47%,,,10109
百度直播-名扬财经,0,,,0%,,,0%,,,456
百度直播-财经付老大,6,,,4.29%,,,2.14%,,,500
百度直播-波段老程bdlc,0,,,0%,,,0%,,,501
百度直播-财经老董,0,,,0%,,,0%,,,506
百度直播-财经小汪,0,,,0%,,,0%,,,507
百度直播-陆家嘴旭哥,2,,,3.17%,,,3.17%,,,508
百度直播-博弈圣手,71,,,6.64%,,,3.18%,,,509
ceshi,0,,,0%,,,0%,,,532
百度直播-交易员阳哥,25,,,3.61%,,,3.17%,,,538
百度直播-大A赵子龙,0,,,0%,,,0%,,,539
百度直播-擒龙大队长,5,,,12.5%,,,5%,,,540
百度数字人-财经老董50,77,,,5.6%,,,2.11%,,,551
百度数字人-名扬财经51,0,,,0%,,,0%,,,552
百度数字人-博弈圣手53,1,,,1.47%,,,0%,,,568
百度数字人-财经付老大44,3,,,5.45%,,,1.82%,,,574
百度数字人-财经小汪45,0,,,0%,,,0%,,,575
百度数字人-陆家嘴旭哥52,0,,,0%,,,0%,,,576
百度数字人-擒龙大队长54,0,,,0%,,,0%,,,577
百度直播-财经小马哥59,0,,,0%,,,0%,,,620
百度直播-说点股票60,1,,,2.86%,,,2.86%,,,621
百度直播-星哥投资62,0,,,0%,,,0%,,,638
百度直播-财经小康63,2,,,1.64%,,,0.82%,,,639
百度直播-名扬财经（新）65,0,,,0%,,,0%,,,671
百度直播-财经贺顶红66,0,,,0%,,,0%,,,672
百度直播-财经付老大（新）67,0,,,0%,,,0%,,,676
百度直播-擒龙大队长（新）68,0,,,0%,,,0%,,,677
百度直播-陆家嘴旭哥（新）69,0,,,0%,,,0%,,,678
百度直播-财经魏老哥70,0,,,0%,,,0%,,,689
百度直播-财经欢姐71,0,,,0%,,,0%,,,690
百度直播-财经小康（新）72,0,,,0%,,,0%,,,693
百度直播-星哥投资（新）73,0,,,0%,,,0%,,,701
百度直播-陆家嘴旭哥 （新）74,0,,,0%,,,0%,,,702
百度直播-擒龙大队长（新）75,0,,,0%,,,0%,,,704
百度直播-名扬财经（新）76,0,,,0%,,,0%,,,705
百度直播-A股付老大（新）77,0,,,0%,,,0%,,,706
百度直播-陆家嘴旭老哥（新）78,0,,,0%,,,0%,,,707
百度直播-财经付老大（新）81,0,,,0%,,,0%,,,715
百度移动搜索,0,,,0%,,,0%,,,200
百度PC搜索,0,,,0%,,,0%,,,201
百度移动搜索-指标,0,,,0%,,,0%,,,485
百度移动搜索-付费票04,114,,,5.75%,,,2.47%,,,498
百度PC搜索-付费票05,0,,,0%,,,0%,,,523
test_3rd,0,,,0%,,,0%,,,530
百度移动搜索-付费票06,7,,,1.7%,,,0.73%,,,611
百度PC搜索-诊股07,0,,,0%,,,0%,,,635
百度移动搜索-诊股08,78,,,6.9%,,,4.07%,,,641
百度pc搜索-软件09,0,,,0%,,,0%,,,646
百度免费票,192,,,10.08%,,,4.72%,,,10022
百度免费指标,356,,,6.55%,,,2.52%,,,10023
百度付费票,0,,,0%,,,0%,,,10024
百度付费,0,,,0%,,,0%,,,10
百度指标10,7,,,6.6%,,,1.89%,,,152
百度指标16,0,,,0%,,,0%,,,235
百度指标17,0,,,0%,,,0%,,,236
百度指标18,1,,,1.41%,,,1.41%,,,237
百度指标19,12,,,4.98%,,,2.07%,,,238
百度指标21,52,,,5.86%,,,2.25%,,,289
百度指标22,21,,,7.64%,,,2.91%,,,294
百度选股器24,130,,,8.63%,,,3.25%,,,349
百度指标25,0,,,0%,,,0%,,,357
百度指标27,0,,,0%,,,0%,,,384
百度指标28,0,,,0%,,,0%,,,393
百度指标29,0,,,0%,,,0%,,,394
百度指标30,15,,,3.93%,,,1.31%,,,409
百度指标33,0,,,0%,,,0%,,,422
百度指标31,106,,,6.32%,,,2.33%,,,451
百度指标34,0,,,0%,,,0%,,,461
百度指标-35,0,,,0%,,,0%,,,468
百度指标36,10,,,4.1%,,,2.87%,,,480
百度指标37,0,,,0%,,,0%,,,491
百度指标57,0,,,0%,,,0%,,,598
百度指标64,1,,,14.29%,,,0%,,,648
百度诊股79,1,,,3.03%,,,3.03%,,,703
百度诊股79-小程序,0,,,0%,,,0%,,,719
百度推广,0,,,0%,,,0%,,,5
百度（微信）,0,,,0%,,,0%,,,216
百度指标20截断文,0,,,0%,,,0%,,,271
百度免费票08,0,,,0%,,,0%,,,288
百度免费票23,0,,,0%,,,0%,,,302
百度课程26,0,,,0%,,,0%,,,360
百度免费票32,0,,,0%,,,0%,,,436
百度免费票49,189,,,10.4%,,,4.9%,,,550
百度免费票56,0,,,0%,,,0%,,,582
百度免费票58,0,,,0%,,,0%,,,603
百度免费票61,3,,,3.66%,,,1.22%,,,636
百度免费票80,0,,,0%,,,0%,,,712
